@relation song_type
@attribute 'danceability' numeric
@attribute 'energy' numeric
@attribute 'key' numeric
@attribute 'loudness' numeric
@attribute 'speechiness' numeric
@attribute 'acousticness' numeric
@attribute 'instrumentalness' numeric
@attribute 'liveness' numeric
@attribute 'valence' numeric
@attribute 'tempo' numeric
@attribute 'class' string
@attribute 'id' string

@data
0.414,0.936,2,-2.407,0.0758,0.00136,0,0.369,0.74,170.229,playlist_0,6sqNctd7MlJoKDOxPVCAvU
0.35,0.909,2,-4.204,0.0774,0.0024,0,0.163,0.314,166.866,playlist_0,1b7vg5T9YKR3NNqXfBYRF7
0.423,0.94,1,-4.012,0.0635,0.00166,0,0.178,0.505,149.934,playlist_0,6GIrIt2M39wEGwjCQjGChX
0.815,0.438,0,-14.522,0.0346,0.216,0.000466,0.0787,0.552,108.965,playlist_1,2HHtWyy5CgaQbC7XSoOb0e
0.343,0.975,1,-2.502,0.135,0.0000323,0.991,0.0515,0.133,119.883,playlist_1,1MYYt7h6amcrauCOoso3Gx
0.414,0.959,7,-4.299,0.0378,0.0000231,0.933,0.368,0.589,145.911,playlist_1,3x2mJ2bjCIU70NrH49CtYR
0.522,0.205,2,-7.986,0.0376,0.0534,0.235,0.0985,0.353,103.868,playlist_1,1Pm3fq1SC6lUlNVBGZi3Em
0.0849,0.956,2,-4.196,0.0805,0.0000524,0.953,0.397,0.309,185.397,playlist_1,1NXTEkIeRL59NK61QuhYUl
0.283,0.925,3,-4.7,0.111,0.000748,0.933,0.166,0.368,99.45,playlist_1,3RGlJJFkWEavxeRQr9ivAd
0.492,0.97,4,-5.677,0.0554,0.00000965,0.891,0.162,0.556,120.005,playlist_1,0e9hR1vTrzlUvFH5PgA9rY
0.493,0.969,2,-3.282,0.0463,0.201,0.655,0.247,0.34,170.581,playlist_1,7dkbEHIMLoeuG4zXGmzhEH
0.536,0.458,2,-9.906,0.0385,0.893,0.495,0.106,0.259,170.113,playlist_1,7nZnCjIJ8JigdMqJ36yRRm
0.638,0.49,4,-9.382,0.426,0.271,0,0.664,0.511,173.552,playlist_1,2TK2KSrzXD6W01qjXVjNGh
0.68,0.413,8,-9.41,0.492,0.177,0,0.205,0.383,158.576,playlist_1,3nJYcY9yvKP8Oi2Ml8brXt
0.609,0.435,11,-7.861,0.285,0.522,0,0.118,0.552,131.995,playlist_1,4TTV7EcfroSLWzXRY6gLv6
0.698,0.649,8,-6.764,0.415,0.15,0,0.0903,0.568,180.466,playlist_1,4cxvludVmQxryrnx1m9FqL
0.338,0.34,9,-12.049,0.0339,0.58,0.0032,0.116,0.197,82.433,playlist_1,5CQ30WqJwcep0pYcV4AMNc
0.54,0.423,6,-8.799,0.0283,0.294,0.0884,0.152,0.353,150.135,playlist_1,1HZ3cUZUw5htSFmah1V8Ko
0.444,0.793,5,-5.326,0.0377,0.0107,0.000769,0.184,0.208,101.012,playlist_1,43pmQcgxMMhJu1gPW2ZdNz
0.633,0.858,11,-7.42,0.0473,0.208,0.0112,0.0655,0.724,102.561,playlist_1,6Vz7vzOpCwKeSQlfViibuY
0.566,0.673,9,-10.814,0.306,0.565,0.00000113,0.0438,0.583,114.385,playlist_1,4sFbojhVXQv7dBC9PVCcRn
0.63,0.616,1,-8.128,0.0309,0.463,0.0408,0.173,0.509,118.65,playlist_1,1dv3ePjze9tPq2pk8eWJdR
0.249,0.834,0,-8.21,0.0577,0.0738,0.0000948,0.0924,0.338,118.223,playlist_1,5EWPGh7jbTNO2wakv8LjUI
0.419,0.677,4,-6.183,0.0343,0.00101,0.0000999,0.211,0.684,127.678,playlist_1,1GqlvSEtMx5xbGptxOTTyk
0.435,0.657,5,-8.868,0.0545,0.00983,0.00748,0.0923,0.209,118.704,playlist_1,39C5FuZ8C8M0QI8CrMsPkR
0.473,0.898,6,-4.797,0.0561,0.00783,0.0618,0.173,0.808,96.556,playlist_1,4aVuWgvD0X63hcOCnZtNFA
0.482,0.786,7,-5.735,0.032,0.00321,0.0000888,0.446,0.793,126.755,playlist_1,4DMKwE2E2iYDKY01C335Uw
0.414,0.404,0,-9.928,0.0499,0.271,0,0.3,0.224,71.105,playlist_1,1AhDOtG9vPSOmsWgNW0BEY
0.597,0.605,7,-12.013,0.0255,0.181,0.000331,0.118,0.886,97.782,playlist_1,4CJVkjo5WpmUAKp3R44LNb
0.377,0.681,7,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789,playlist_1,1QEEqeFIZktqIpPI4jSVSF
0.48,0.536,2,-11.166,0.0427,0.488,0.0000422,0.155,0.581,80.617,playlist_1,2nVHqZbOGkKWzlcy1aMbE7
0.363,0.554,2,-10.784,0.0317,0.0885,0.973,0.261,0.408,72.429,playlist_1,6MpMuAuLzFFfwB8QzWL1iZ
0.454,0.91,6,-7.766,0.0448,0.0866,0.0996,0.116,0.629,125.116,playlist_1,7o2CTH4ctstm8TNelqjb51
0.64,0.663,0,-7.516,0.0374,0.201,0.00806,0.152,0.663,132.77,playlist_1,4BP3uh0hFLFRb5cjsgLqDh
0.482,0.601,7,-12.846,0.0486,0.00853,0.000187,0.249,0.774,125.619,playlist_1,0XIvZ82aDF7JiSi3ZE320u
0.536,0.901,9,-7.211,0.0374,0.00145,0.0186,0.06,0.666,87.559,playlist_1,3QZ7uX97s82HFYSmQUAN1D
0.528,0.921,2,-7.64,0.0524,0.0174,0.000186,0.0472,0.298,144.368,playlist_1,6UGHk2cmbDC1oidVjXcCKo
0.51,0.919,7,-8.244,0.0593,0.00205,0.809,0.068,0.386,141.053,playlist_1,3lpDrxUkr0tIe1kmJvdK7d
0.581,0.854,1,-8.485,0.0428,0.00197,0.0013,0.111,0.788,131.18,playlist_1,0K6yUnIKNsFtfIpTgGtcHm
0.293,0.787,5,-8.841,0.0438,0.00774,0.496,0.392,0.139,165.307,playlist_1,0hBby0yygBY1u3m6tSpZgC
0.528,0.557,2,-10.342,0.0315,0.245,0.0156,0.0958,0.357,121.732,playlist_1,6cbBAD1AAYVaQR1cx89AZX
0.603,0.851,0,-8.574,0.0584,0.0251,0.0000171,0.318,0.627,143.218,playlist_1,1k0GxoZYv3Yx5mNeXMOZN2
0.622,0.537,0,-4.435,0.0335,0.261,0,0.0781,0.25,60.018,playlist_2,74tqql9zP6JjF5hjkHHUXp
0.818,0.599,7,-2.976,0.04,0.285,0,0.0845,0.874,96.959,playlist_2,4erhEGuOGQgjv3p1bccnpn
0.761,0.796,9,-4.277,0.298,0.309,0,0.136,0.892,102.249,playlist_2,4hRA2rCPaCOpoEIq5qXaBz
0.739,0.706,9,-6.534,0.152,0.219,0,0.132,0.559,144.111,playlist_2,1enx9LPZrXxaVVBxas5rRm
0.539,0.846,8,-3.192,0.0354,0.0063,0.00000168,0.13,0.46,106.992,playlist_2,0WNGsQ1oAuHzNTk8jivBKW
0.729,0.898,5,-1.029,0.0391,0.315,0,0.107,0.517,126.977,playlist_2,24psBRmEw3kHjBGZfl1dmb
0.609,0.246,8,-8.449,0.0376,0.784,0,0.0825,0.371,123.773,playlist_2,06L1apH8kLF47dbhZ4Zg9A
0.763,0.658,5,-5.643,0.147,0.0258,0,0.0915,0.389,80.038,playlist_2,2qWgqPdW1OiAP8KSBH1b93
0.604,0.875,7,-1.995,0.0539,0.244,0,0.114,0.219,129.925,playlist_2,2PTf3zh9UUsgdxQ5b0eXg8
0.756,0.426,1,-8.75,0.0745,0.504,0.0394,0.0884,0.355,135.96,playlist_2,7tIJDktakabGoHjwTTa35W
0.628,0.284,4,-11.629,0.102,0.544,0.00000501,0.121,0.354,91.131,playlist_2,6ToAD7ajJidQTDn72OncDG
0.758,0.402,9,-5.066,0.0459,0.411,0,0.217,0.519,92.109,playlist_2,6yEfq48XkEzCg0TwY6Hhkb
0.756,0.922,1,-2.683,0.0539,0.0615,0.000462,0.0723,0.809,100.005,playlist_2,1ZgfAxHQCXLt8o1VXEHHAt
0.694,0.748,10,-2.93,0.167,0.0222,0,0.155,0.521,92.918,playlist_2,4b1sQpvL7QVgamRZ74F1oA
0.538,0.436,3,-8.73,0.0504,0.726,0,0.151,0.37,87.111,playlist_2,0AO2yQNGcH0ASHHU5lS4lT
0.738,0.676,11,-3.025,0.0507,0.446,0,0.253,0.961,95.04,playlist_2,0g1AmSKokPboFrxmG1dxKx
0.715,0.831,2,-6.161,0.0729,0.223,0.00000384,0.132,0.805,100.006,playlist_2,5S5gGOsUarzRXKoaSstwba
0.536,0.707,10,-7.086,0.1,0.158,0,0.211,0.684,77.074,playlist_2,4z8xFgX0Xq1T9xXomoDLJ2
0.662,0.716,4,-4.942,0.118,0.12,0,0.396,0.727,102.1,playlist_2,4Y6Voc2xpc4lPD5iKpN4o2
0.817,0.747,1,-3.047,0.0625,0.043,0,0.0601,0.618,103.026,playlist_2,2fRojxstKd6Tz9VziOeo9n
0.497,0.431,5,-4.755,0.0287,0.66,0,0.153,0.167,133.675,playlist_2,2BPXILn0MqOe5WroVXlvN1
0.756,0.675,2,-6.619,0.0375,0.0446,0,0.56,0.401,124.975,playlist_2,1zl7VGjTBriRXgdHEb6z1e
0.699,0.87,10,-5.216,0.232,0.0856,0,0.0507,0.729,96.945,playlist_2,2MSjhkw47sGrjbZhColyVx
0.504,0.712,9,-4.705,0.379,0.175,0,0.377,0.307,189.577,playlist_2,4ZSLc2F15wKVPjyLt169tt
0.827,0.722,6,-4.804,0.0945,0.00579,0,0.0935,0.589,102.972,playlist_2,67BbMuItfrHmaNqDxBPF7c
0.773,0.237,2,-9.745,0.0604,0.784,0,0.101,0.635,94.185,playlist_2,0yiigrFvNj02eIlqM8ZGXf
0.574,0.909,4,-3.067,0.0861,0.0699,0,0.0544,0.489,146.723,playlist_2,0mtuqz4rcMYCKjF1cjmlu6
0.609,0.809,4,-9.869,0.0491,0.0314,0,0.0504,0.715,146.768,playlist_2,7dkX68UnlbaCBWNDWSrthP
0.596,0.882,1,-2.258,0.0697,0.621,0,0.0682,0.4,130.027,playlist_2,2sdf2x4YLaHb1k9HtE9cBs
0.737,0.818,8,-2.892,0.0492,0.0936,0,0.0577,0.893,116.93,playlist_2,00z4wF0iJsp6GwDkQxkGs6
0.651,0.749,5,-3.707,0.0412,0.188,0,0.0723,0.93,150.019,playlist_2,0k6ItoyE50QuW50nGYLO2v
0.769,0.837,2,-3.499,0.0631,0.359,0,0.238,0.584,120.005,playlist_2,61NMqZzdUmRHw1KdS1honh
0.738,0.909,4,-2.657,0.0321,0.0967,0,0.0765,0.769,106.031,playlist_2,0PibTyOTrNsVfQReWmPhc8
0.718,0.476,4,-9.205,0.139,0.422,0,0.0876,0.448,48.973,playlist_2,3JBnDOUd18QKjDqSYuOfpm
0.547,0.642,9,-4.411,0.0348,0.505,0.00000988,0.18,0.404,78.907,playlist_2,1dzuJ9z66RXuDV3t3gQrFI
0.531,0.478,8,-6.853,0.0528,0.753,0,0.103,0.408,143.81,playlist_2,3MdJSXjBarAYuuJ7rjJLDk
0.737,0.731,10,-3.193,0.0706,0.241,0,0.087,0.761,94.999,playlist_2,2LowwiemmGMzzNSH1PJprK
0.621,0.673,1,-3.194,0.0606,0.467,0,0.323,0.289,143.889,playlist_2,73szhI6oOawKlv6AxgHIS8
0.72,0.746,0,-3.143,0.107,0.152,0,0.276,0.587,90.026,playlist_2,7uzib3dSSwgUwcD3z0k3bR
0.397,0.686,6,-4.425,0.0311,0.37,0.00000173,0.115,0.486,80.038,playlist_2,23Sp4OKoHAmPehmCFsmWdX
0.786,0.853,8,-2.687,0.0816,0.0688,0,0.0759,0.45,125.034,playlist_2,1Zyd6zQnC6XIIzmg3hP7Ot
0.389,0.467,4,-5.126,0.0347,0.787,0.0000139,0.129,0.25,77.943,playlist_2,5FxasBmho2yEvgXrzp9MMW
0.69,0.6,8,-4.336,0.137,0.656,0,0.631,0.236,131.821,playlist_2,54ASqOnnhFprbsGtNg9IEZ
0.632,0.519,0,-5.735,0.0384,0.727,0,0.265,0.256,143.837,playlist_2,08mBjtIMyRWBh4Y4ubOuiK
0.728,0.669,0,-4.73,0.0346,0.122,0,0.129,0.707,133.961,playlist_2,4VFOTZfzXPYGfaA2P43QfP
0.853,0.638,1,-4.911,0.0536,0.379,0,0.27,0.872,102.06,playlist_2,23DBqqe35rEZOKJk0qYPVy
0.629,0.421,1,-6.746,0.0364,0.542,0.00000356,0.117,0.353,87.939,playlist_2,2tnBkiyJWLnQGsjyz4BuJJ
0.716,0.906,2,-3.539,0.0717,0.00423,0,0.0547,0.762,101.028,playlist_2,6RioKpKPuG1vuyU0wnlAZx
0.636,0.702,0,-5.352,0.0334,0.0223,0,0.293,0.516,135.104,playlist_2,2ujA6F1cpk3m8lsPE5aKua
0.843,0.807,1,-3.794,0.0632,0.0135,0.0000644,0.227,0.833,104.962,playlist_2,3VC1IEz9M1txlMSx3h3tPM
0.851,0.842,4,-3.17,0.214,0.00474,0.000768,0.314,0.728,102.566,playlist_2,2FQhL0Cwk69VDrsQEzN9Tn
0.767,0.755,11,-3.938,0.03,0.303,0.0000362,0.105,0.631,120.978,playlist_2,3UMjZ9bAT1AnpcWD4aKyP8
0.749,0.85,0,-4.346,0.0468,0.0319,0.0000481,0.0678,0.672,145.983,playlist_2,5EzitieoPnjyKHAq0gfRMa
0.814,0.683,8,-2.596,0.195,0.0943,0,0.0678,0.757,140.051,playlist_2,2eXziVXVdsftkKrKOcyVNX
0.726,0.772,10,-4.373,0.113,0.451,0,0.195,0.778,80.017,playlist_2,7y9Xospz6eMMJBtqELet7d
0.631,0.728,6,-5.111,0.284,0.0511,0,0.171,0.395,139.977,playlist_2,08eReCl8B3bV1GA247IGc2
0.593,0.431,9,-7.846,0.415,0.327,0,0.21,0.641,169.781,playlist_2,36FPRDpKyP8hJxPhJs4G17
0.526,0.828,6,-3.82,0.143,0.00773,0,0.296,0.663,110.182,playlist_2,5NB0u5gWcwH1D6y3euVSKI
0.72,0.918,1,-2.602,0.0991,0.0497,0.00000168,0.144,0.551,139.998,playlist_2,1jHmGj123EpOxXd9S1PpFF
0.533,0.823,6,-4.109,0.252,0.0516,0,0.473,0.706,89.711,playlist_2,6NB81kD2XDeTdNBksV0yxM
0.476,0.581,8,-8.795,0.12,0.523,0,0.201,0.282,129.568,playlist_2,7iV733e1KacKrFRaBNxVEf
0.598,0.775,1,-4.035,0.0545,0.022,0,0.0677,0.687,129.819,playlist_2,5SE57ljOIUJ1ybL9U6CuBH
0.612,0.844,5,-4.694,0.0756,0.142,0,0.287,0.653,134.868,playlist_2,3ryjLm3oupIjJFGc39naNi
0.667,0.889,6,-4.851,0.0918,0.00912,0,0.0816,0.541,169.959,playlist_2,2SYa5Lx1uoCvyDIW4oee9b
0.438,0.178,7,-20.392,0.0445,0.908,0.752,0.0688,0.166,114.515,playlist_3,4WJ7UMD4i6DOPzyXU5pZSz
0.32,0.0681,3,-29.917,0.0383,0.988,0.915,0.0893,0.329,88.845,playlist_3,1Kzxd1kkjaGX4JZz2CYsXB
0.192,0.952,2,-5.888,0.258,0.00164,0.716,0.307,0.262,172.752,playlist_3,6lbLn5iL2NBJnbib7bTXMn
0.296,0.913,2,-6.144,0.068,0.0226,0.255,0.0583,0.183,171.314,playlist_3,1rEsbyBuQ0MqKF3dG7B0bf
0.625,0.285,1,-16.686,0.0537,0.438,0.00279,0.192,0.357,140.02,playlist_3,5Ss6DqCldgTmIo6BekVOJT
0.594,0.185,8,-16.243,0.0319,0.957,0.00287,0.118,0.415,127.085,playlist_3,4yp90BbE4dxPXfGGSpbFwT
0.496,0.84,2,-5.718,0.205,0.353,0,0.319,0.415,140.39,playlist_3,49MHzAcdjObyNqKcRVw3vZ
0.311,0.105,4,-19.444,0.0336,0.905,0.000251,0.164,0.0385,129.491,playlist_3,0KG3m0KDzDg7uLHqtfTvpJ
0.361,0.392,11,-11.679,0.0312,0.774,0.145,0.107,0.238,130.662,playlist_3,5wNOm5nP4YRv2vywrgpwIq
0.682,0.9,9,-5.028,0.0873,0.0891,0.063,0.0685,0.937,100.721,playlist_3,0EKH4YxisqaxUMnV2x0ZrW
0.593,0.154,4,-12.668,0.0471,0.979,0.0000248,0.116,0.115,118.151,playlist_3,3MGo8vd3wIQ7PmHgj9hEdO
0.702,0.361,6,-9.078,0.0303,0.00344,0.838,0.29,0.367,106.137,playlist_3,13XifhwLU68h7Z3uCm8GLw
0.748,0.625,6,-11.09,0.0306,0.135,0.887,0.105,0.814,125.563,playlist_3,3MK5vIP1wJqtxQOxp4d3j7
0.516,0.626,10,-7.594,0.0326,0.00471,0.639,0.318,0.456,123.055,playlist_3,0nKnz4M421QMOZyXSlw8pk
0.683,0.592,4,-11.749,0.0786,0.0024,0.00436,0.318,0.689,124.973,playlist_3,0y6J7BPS6JTDkFOB7HIYPt
0.609,0.536,1,-9.091,0.0317,0.0000184,0.876,0.384,0.561,123.699,playlist_3,7pQcijAjMJ6wAF1wTkR6bQ
0.653,0.657,1,-7.096,0.232,0.728,0.000264,0.276,0.223,79.968,playlist_3,41KIQllu3eKuD4RdLSpzX0
0.498,0.657,5,-6.66,0.043,0.00434,0.000384,0.11,0.796,176.039,playlist_3,71l93iUkmRg9jpeAgjN3LU
0.558,0.855,2,-5.243,0.0343,0.00342,0.934,0.175,0.574,130.01,playlist_3,2K0HAp3di1AvmIjYYdPk4J
0.337,0.701,9,-6.974,0.0306,0.00112,0,0.201,0.434,143.066,playlist_3,4RCjEqGNS8xdU4nOhzDp0E
0.269,0.941,2,-4.604,0.0578,0.000173,0.00000113,0.161,0.664,88.85,playlist_3,1sXFe0GAwr8ml6vKTViZLP
0.38,0.923,7,-4.04,0.067,0.00093,0.0000698,0.256,0.516,143.057,playlist_3,0yh8lUyxqhugZ4pngSJjFO
0.265,0.947,2,-6.674,0.103,0.0000179,0.000323,0.208,0.226,170.175,playlist_3,6BAwTzs5CWWuaaOpp6mTeL
0.598,0.93,9,-4.014,0.0466,0.00176,0,0.0353,0.97,175.795,playlist_3,7bBEDtVmP86Zli3NmBV17y
0.613,0.639,1,-9.681,0.0288,0.0184,0.431,0.0948,0.244,117.97,playlist_3,6Y1iE1DeplhVDUgW8QiCaS
0.326,0.84,2,-4.319,0.0592,0.000505,0,0.292,0.445,120.361,playlist_3,3F2UF9hqzcMIi41dmTvh4e
0.537,0.712,5,-5.597,0.0286,0.289,0.00568,0.08,0.704,159.871,playlist_3,0iTpQYzJnYgh7kIxyq8A2O
0.472,0.875,4,-5.024,0.0446,0.00345,0.00576,0.128,0.461,136.064,playlist_3,202QyrB6Q3Kimsr7KqJut3
0.637,0.704,7,-5.818,0.0658,0.22,0.0872,0.0849,0.645,162.959,playlist_3,2qpQvKdVtxgTRu4q6xXrL7
0.326,0.886,9,-6.936,0.0395,0.000124,0.000147,0.221,0.583,157.057,playlist_3,08mEHKuCfCJeRyrJ6x7smE
0.738,0.74,0,-6.71,0.0303,0.00115,0.0135,0.0968,0.536,130.006,playlist_3,3QYB3Ivwqh84aiuxyEjUFo
0.65,0.807,10,-4.157,0.0698,0.0197,0.00611,0.094,0.77,88.475,playlist_3,13QI6bq0U8HMK7gUpAwFBK
0.705,0.474,10,-13.081,0.0391,0.443,0.0553,0.338,0.756,98.612,playlist_3,2vupkXhwL4sNCRgNu72HCZ
0.513,0.874,1,-5.828,0.0289,0.337,0.00343,0.126,0.586,98.003,playlist_3,4khStWYsg8yzAku9hgTFW9
0.703,0.387,0,-9.793,0.039,0.598,0.0000685,0.103,0.298,120.044,playlist_3,6a5xI87SEuxoeX6riFYEjM
0.657,0.467,10,-8.849,0.0437,0.316,0.00215,0.0891,0.21,135.143,playlist_3,1PW0MH1EwqC09G0OnnjnT4
0.414,0.473,11,-8.911,0.116,0.663,0.0523,0.128,0.409,100,playlist_3,6FBzhcfgGacfXF3AmtfEaX
0.534,0.36,11,-12.942,0.0778,0.296,0.00158,0.382,0.387,153.985,playlist_3,2anAr4t1wpiy2qBK9CGnyn
0.689,0.268,11,-15.722,0.505,0.923,0.00000169,0.31,0.569,121.202,playlist_3,0hkxAENNrJ18AzHqync5n3
0.721,0.674,0,-7.074,0.376,0.697,0,0.114,0.423,129.916,playlist_3,3tvb5DvwShgHDcpumThLU4
0.812,0.573,10,-8.664,0.159,0.0138,0.0411,0.104,0.27,150.027,playlist_3,0KVMFZQKf7FEkgvYQvi8KA
0.612,0.85,2,-5.011,0.0495,0.212,0.000497,0.317,0.525,80.034,playlist_3,4hOwgpdVS1x1e2NxWCmDvL
0.801,0.679,4,-8.733,0.0526,0.17,0.00000722,0.181,0.487,130.017,playlist_3,6lt8N5nSY1EaiyeDRAIwcW
0.743,0.672,3,-9.135,0.214,0.234,0.0000162,0.869,0.506,115.977,playlist_3,5XkTer2cNrqMAAYOiqwdJt
0.784,0.715,6,-5.675,0.0664,0.218,0,0.415,0.846,119.995,playlist_3,5hs2nY40aeqM0mpP8SBOon
